business_name,category,subcategory,city,address,phone,whatsapp_url,distance_km,google_rating,google_reviews,has_website,play,priority_score,outreach_template
Venestylo,Peluqueria,General,San Lorenzo,"JFXQ+R36, Marcelina Insfran, San Lorenzo 111431, Paraguay",0981 048617,https://wa.me/0981048617,10.67,4.8,70,YES,ADJACENT_REFER,5,ADJACENT_GENERAL
Lash Harmony Beauty Concept - Mburucuya,Salon de Belleza,General,Asunción,"Av. Santísima Trinidad 1696, Asunción 1521, Paraguay",0982 608068,https://wa.me/0982608068,6.76,5.0,5,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Ale Nails Beauty Spa,Spa/Wellness,Spa,Asunción,"Asunción 001512, Paraguay",0983 499418,https://wa.me/0983499418,7.5,5.0,1,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
LARIZA NAILS,Uñas/Nails,Salon Uñas,Villa Elisa,"VIRGEN DEL ROSARIO ESQUINA SANTA CATALINA 602 VILLA ELISA, Villa Elisa 2610, Paraguay",0962 122235,https://wa.me/0962122235,7.07,4.8,4,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
Samsara Yoga Studio,Gimnasio/Fitness,Yoga/Pilates,Villa Elisa,"Américo Picco 4191 casi, Villa Elisa 0000, Paraguay",0972 459458,https://wa.me/0972459458,7.48,5.0,3,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
Nayeli Rojas Studio,Spa/Wellness,General,Lambaré,"De la Conquista casi, Lambaré 110730, Paraguay",0984 972894,https://wa.me/0984972894,5.05,5.0,4,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
Grachi Cosmeticos,Estetica/Facial,Perfumeria,Fernando de la Mora,"11 de Setiembre 1321, Fernando de la Mora 110320, Paraguay",0994 312111,https://wa.me/0994312111,5.76,5.0,1,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Mindbody YR Pilates,Uñas/Nails,Yoga/Pilates,Fernando de la Mora,"Angel Torres, Fernando de la Mora 110307, Paraguay",0984 193263,https://wa.me/0984193263,6.44,5.0,3,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
Marina Estudio de Pilates,Gimnasio/Fitness,Yoga/Pilates,Fernando de la Mora,"Bejarano casi, Fernando de la Mora 110304, Paraguay",0961 168208,https://wa.me/0961168208,7.05,5.0,2,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
NU Pilates Studio Villa Elisa,Gimnasio/Fitness,Yoga/Pilates,Villa Elisa,"Colombia entre, Jamaica y, Villa Elisa 111507, Paraguay",0972 677200,https://wa.me/0972677200,6.22,5.0,1,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
Corppilates,Gimnasio/Fitness,Yoga/Pilates,Asunción,"PCVF+V4F, Asunción 001519, Paraguay",0994 650322,https://wa.me/0994650322,7.31,5.0,1,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
Clínica Estética Dr Berni,Otros,General,ycua mandiyu,"Ingavi esquina, ycua mandiyu 110310, Paraguay",0986 289260,https://wa.me/0986289260,8.28,4.6,18,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Aloe Tratamientos Estéticos,Otros,General,Fernando de la Mora,"1 de Mayo & Sta Cruz Fernando de la Mora, Fernando de la Mora 2300, Paraguay",0986 274945,https://wa.me/0986274945,7.02,5.0,4,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Dra. Amalia Escobar Medicina Estética,Otros,General,Fernando de la Mora,"Sargento V. Gonzalez entre, Aca Caraya y, Fernando de la Mora 110312, Paraguay",0972 796322,https://wa.me/0972796322,7.27,5.0,1,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Eco Cosmeticos Villa Elisa Centro,Estetica/Facial,Perfumeria,Villa Elisa,"JCF8+567, Villa Elisa 111511, Paraguay",0984 002083,https://wa.me/0984002083,7.46,3.4,13,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
SELAH. Spa & Bienestar Femenino,Spa/Wellness,Spa,Fernando de la Mora,"Fernando de la Mora 110316, Paraguay",0985 482222,https://wa.me/0985482222,7.05,5.0,1,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
Piel Canela Spa & Gym de Magaly Martinez,Spa/Wellness,Spa,Villa Elisa,"16 de Julio, Villa Elisa 111510, Paraguay",0994 113002,https://wa.me/0994113002,7.39,5.0,3,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
Studio 222,Salon de Belleza,General,Fernando de la Mora,"&, Fernando de la Mora 110316, Paraguay",0972 205031,https://wa.me/0972205031,6.69,4.4,7,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
DC Pilates & Fisio - Sucursal Asunción,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Veterano de la Guerra del 70, Teniente Primero Nemesio Quiñonez y, Asunción 001520, Paraguay",0983 101013,https://wa.me/0983101013,6.57,3.7,6,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
Centro Legrand - Medicina Estética,Otros,General,Asunción,"Molas Lopez 1232, Asunción 001520, Paraguay",0985 135222,https://wa.me/0985135222,6.16,3.7,7,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Madame Li,Salon de Belleza,General,Villa Elisa,"Aregua Villa Elisa, Villa Elisa 2610, Paraguay",0983 870935,https://wa.me/0983870935,6.41,5.0,2,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
ANTO ESTILO&BELLEZA,Peluqueria,General,Ñemby,"1118, Ñemby 111210, Paraguay",0984 250017,https://wa.me/0984250017,9.94,5.0,1,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Vanessa Acosta Belleza y estética,Salon de Belleza,General,Ñemby,"Callejón 1° dE mAYO, Ñemby 111203, Paraguay",0981 752620,https://wa.me/0981752620,9.09,5.0,1,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
SofLash,Salon de Belleza,General,Fernando de la Mora,"Teniente Ettiene, Fernando de la Mora 110301, Paraguay",0971 131948,https://wa.me/0971131948,7.14,5.0,1,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Jessi Studio,Salon de Belleza,General,Fernando de la Mora,"11 de Setiembre Y, Fernando de la Mora 110320, Paraguay",0985 847017,https://wa.me/0985847017,5.63,5.0,4,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Daihana Verón salón de belleza,Peluqueria,General,Villa Elisa,"2610, Villa Elisa 110211, Paraguay",0986 322536,https://wa.me/0986322536,7.3,5.0,1,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Masajes Asuncion,Spa/Wellness,General,Asunción,"Santisimo Sacramento casi, Asunción 001519, Paraguay",0986 855888,https://wa.me/0986855888,7.39,0.0,0,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
Guada estudio de cejas,Pestañas/Cejas,General,Luque,"Cnel. Oviedo, Luque 110933, Paraguay",0971 528250,https://wa.me/0971528250,12.17,5.0,54,YES,ADJACENT_REFER,5,ADJACENT_GENERAL
Inhala Pilates Studio - Las Lomas,Gimnasio/Fitness,Yoga/Pilates,Asunción,"Río Tebicuary 2061 casi, Asunción 001528, Paraguay",0971 974141,https://wa.me/0971974141,5.93,0.0,0,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
Mv Nails Spa de Uñas,Spa/Wellness,Spa,Villa Elisa,"C. 1811, Villa Elisa 111511, Paraguay",0981 583831,https://wa.me/0981583831,7.92,0.0,0,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
SalondebellezaGilda,Salon de Belleza,General,Asunción,"Mariscal jose Antonio de sucre, Asunción 001407, Paraguay",0971 201303,https://wa.me/0971201303,5.48,0.0,0,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Siempre Coqueta Py,Salon de Belleza,General,Fernando de la Mora,"Palma Fulgencio Yegros Fernando Usher Rios Fernando de la Mora, Fernando de la Mora 2300, Paraguay",0981 700602,https://wa.me/0981700602,5.29,5.0,28,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Lailajimenezsalon,Salon de Belleza,General,Villa Elisa,"https://maps.app.goo.gl/hxggkBMfwHB8Dm8, Villa Elisa 2610, Paraguay",0983 028178,https://wa.me/0983028178,8.08,0.0,0,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Gladys - Salón de belleza,Peluqueria,General,Villa Elisa,"Israel 5974, Villa Elisa 111510, Paraguay",0982 420176,https://wa.me/0982420176,7.35,0.0,0,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
"Centro de belleza ""siempre bella""",Salon de Belleza,General,Villa Elisa,"Amapolas, Villa Elisa 111505, Paraguay",0982 837851,https://wa.me/0982837851,5.37,0.0,0,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Siempre Bonita Peluquería y Spa de uñas,Peluqueria,Spa,Villa Elisa,"Von Poleski casi, Villa Elisa 111506, Paraguay",0981 698498,https://wa.me/0981698498,6.41,0.0,0,NO,ATM_BRUXISMO,5,ATM_BRUXISMO
Alexa Tú salón de belleza,Peluqueria,General,Villa Elisa,"Av. Americo Picco CASI, Villa Elisa 111511, Paraguay",0994 842391,https://wa.me/0994842391,7.45,0.0,0,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Maggie nails,Uñas/Nails,Salon Uñas,San Lorenzo,"Av. Avelino Martínez, San Lorenzo 111433, Paraguay",0982 144522,https://wa.me/0982144522,9.3,4.7,3,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
Dra. Agustina Gonzalez,Salon de Belleza,General,Asunción,"Ing. Prof. Nicolás Krisvoschein, Asunción 001520, Paraguay",0971 614156,https://wa.me/0971614156,6.69,5.0,12,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Beleza Pura Coiffure,Salon de Belleza,General,Fernando de la Mora,"Ingavi, Fernando de la Mora 110312, Paraguay",0985 637166,https://wa.me/0985637166,8.12,5.0,10,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
TINA,Salon de Belleza,General,Asunción,"Tte. Gregorio Villalba, Asunción 001509, Paraguay",0982 560660,https://wa.me/0982560660,8.58,4.9,12,YES,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Centro de estetica Salud y Belleza.,Estetica/Facial,Centro Estetica,Fernando de la Mora,"Corrales 498 esquina Fulgencio R. Moreno Fernando De la Mora, Fernando de la Mora 2300, Paraguay",0971 603313,https://wa.me/0971603313,6.23,0.0,0,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Wellnes Group San Lorenzo,Spa/Wellness,General,San Lorenzo,"Santo Tomás 314, San Lorenzo 111433, Paraguay",0985 302440,https://wa.me/0985302440,9.64,5.0,6,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
ZOE CLINICA,Spa/Wellness,General,Asunción,"4 de Julio 2729, Asunción 001407, Paraguay",0974 271270,https://wa.me/0974271270,5.18,5.0,8,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
Estef Nails,Uñas/Nails,Salon Uñas,Ñemby,"Cerca de MARY Coiffure Salón de Belleza, 111209, 29 de Septiembre, Ñemby 111209, Paraguay",0992 483776,https://wa.me/0992483776,9.08,0.0,0,NO,ESTETICA_DENTAL,5,ESTETICA_SONRISA
Aroma Spa (Ibo),Spa/Wellness,Spa,Villa Elisa,"JCMC+5W9 Plaza Pública, Villa Elisa 111509, Paraguay",0986 570125,https://wa.me/0986570125,6.78,0.0,0,YES,ATM_BRUXISMO,5,ATM_BRUXISMO
Serenity Spa,Spa/Wellness,Spa,Luque,"PG5H+MX4, Leocadio Leguizamón, Luque 110926, Paraguay",0981 909048,https://wa.me/0981909048,14.3,5.0,24,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Connie Spa,Spa/Wellness,Spa,Mariano Roque Alonso,"Hernandarias 209 Barrio La Asuncion Mariano Roque Alonso, Mariano Roque Alonso 2040, Paraguay",0981 363909,https://wa.me/0981363909,12.32,4.6,21,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Tu Imagen Salón de Belleza,Peluqueria,General,Luque,"PFCR+HC3, Agustín Barrios, Luque 110936, Paraguay",0984 776901,https://wa.me/0984776901,10.89,5.0,23,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
LVA Rubiani,Salon de Belleza,General,Luque,"Lapachal 1, Luque 110929, Paraguay",0991 369805,https://wa.me/0991369805,14.03,5.0,25,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Peluquería Irma Cabriza El Secreto de la Belleza,Peluqueria,General,San Lorenzo,"José Alcalá, San Lorenzo 111412, Paraguay",0994 483220,https://wa.me/0994483220,11.67,4.9,24,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
DepilArte.Especilista en Depilación,Salon de Belleza,General,San Lorenzo,"Gral. Caballero, San Lorenzo 111430, Paraguay",0986 654173,https://wa.me/0986654173,10.7,4.9,23,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Moon Therapy & Spa,Spa/Wellness,Spa,San Lorenzo,"Avda. Defensores del Chaco 350 , 1er. Piso, oficina 4 San, San Lorenzo 111422, Paraguay",0986 568149,https://wa.me/0986568149,10.65,4.1,25,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Colibrí studio pilates,Gimnasio/Fitness,Yoga/Pilates,Luque,"7 de Octubre 774, Luque 110947, Paraguay",0994 314580,https://wa.me/0994314580,12.09,5.0,12,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
ZOI WELLNESS CENTER,Spa/Wellness,General,Luque,"12 de Octubre, Luque 110917, Paraguay",0994 956222,https://wa.me/0994956222,12.69,4.8,19,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Sport Gym Pro y Spa de Melissa González,Spa/Wellness,Spa,San Lorenzo,"3er. Piso, Galeria Via Aurora, Av. Defensores del Chaco, San Lorenzo 111422, Paraguay",0992 383844,https://wa.me/0992383844,10.53,5.0,10,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
BODYFRESH SPA,Spa/Wellness,Spa,San Lorenzo,"JGX3+GW7, Dr. Carlos Centurion, San Lorenzo 111453, Paraguay",0982 326472,https://wa.me/0982326472,12.26,5.0,14,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Bea nails spa,Spa/Wellness,Spa,Lúke,"La Victoria casi, Lúke 110941, Paraguay",0991 204759,https://wa.me/0991204759,10.32,5.0,12,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Natspa.Py,Spa/Wellness,Spa,Ñemby,"JF43+FPR, 9 de Agosto, Ñemby 111214, Paraguay",0992 246880,https://wa.me/0992246880,10.97,4.6,13,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Conectar Pilates y Rehabilitación,Gimnasio/Fitness,Yoga/Pilates,Mariano Roque Alonso,"Picuiba y, Mariano Roque Alonso 111010, Paraguay",0987 377888,https://wa.me/0987377888,13.35,4.8,12,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Virginia Rojas - Uñas Esculturales,Spa/Wellness,Salon Uñas,Lúke,"Gaspar, Dr. José Gaspar Rodríguez de Francia, Lúke 110930, Paraguay",0994 258220,https://wa.me/0994258220,12.67,4.9,16,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Ocean Spa Luque,Spa/Wellness,Spa,Luque,"Tte, Rojas Silva 270 c, Luque 110921, Paraguay",0994 358194,https://wa.me/0994358194,13.41,4.9,13,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
PAMAS nutrición&bodywellness,Spa/Wellness,General,Ñemby,"Ñemby 111218, Paraguay",0972 132220,https://wa.me/0972132220,11.36,5.0,14,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Salon de Belleza G.M.,Salon de Belleza,General,Luque,"Las Residentas 173, Luque 110929, Paraguay",0991 582220,https://wa.me/0991582220,13.45,4.9,17,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Lourdes Martínez Coiffure,Salon de Belleza,General,Kapi'atã,"Choferes del Chaco, Kapi'atã 110211, Paraguay",0971 656478,https://wa.me/0971656478,13.94,5.0,14,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
MS Studio,Salon de Belleza,General,San Lorenzo,"Av. Defensores del Chaco, San Lorenzo 111423, Paraguay",0984 375523,https://wa.me/0984375523,11.01,5.0,11,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Cinthia coiffure,Salon de Belleza,General,Luque,"Balneario Camboriú, Luque 110921, Paraguay",0971 133074,https://wa.me/0971133074,13.66,4.9,17,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
AR IL Salone,Salon de Belleza,General,Luque,"Luque 110949, Paraguay",0971 564018,https://wa.me/0971564018,12.02,4.9,14,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Rosa Flores,Salon de Belleza,General,Luque,"Rosario casi, Luque 110920, Paraguay",0984 560381,https://wa.me/0984560381,13.37,4.6,15,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Studio bon,Salon de Belleza,General,Luque,"Mompox, Luque 110921, Paraguay",0985 633650,https://wa.me/0985633650,13.7,4.9,15,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Salón de Belleza Diana Soledad Ojeda,Salon de Belleza,General,Luque,"14 De Mayo N° 360 c, Luque 110930, Paraguay",0984 773896,https://wa.me/0984773896,13.18,4.5,15,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Blacksia Studio,Salon de Belleza,General,Mariano Roque Alonso,"Mcal. López 368 casi, Mariano Roque Alonso 111009, Paraguay",0982 684008,https://wa.me/0982684008,13.86,5.0,10,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Salón de belleza Viviana,Peluqueria,General,Ñemby,"Bernardino Caballero &, JF35+W94, Primer Presidente- Desvío a San Antonio, Ñemby 111207, Paraguay",0981 352084,https://wa.me/0981352084,11.35,4.9,10,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Beauty Queens ( Centro de Belleza ) Ñemby.,Salon de Belleza,General,Ñemby,"Ñemby 111216, Paraguay",0971 999395,https://wa.me/0971999395,11.39,4.9,18,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Salón de belleza Johana Marinoni,Peluqueria,General,Mariano Roque Alonso,"Calle última, Mariano Roque Alonso 111022, Paraguay",0986 521827,https://wa.me/0986521827,11.12,4.8,13,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Lily salon de belleza,Salon de Belleza,General,Mariano Roque Alonso,"Manuel Ortiz Guerrero, Mariano Roque Alonso 111021, Paraguay",0982 517911,https://wa.me/0982517911,11.22,5.0,13,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Salon de Belleza Yoli Fretez,Salon de Belleza,General,Ñemby,"2 y 3 de Febrero, Ñemby 111212, Paraguay",0994 908900,https://wa.me/0994908900,10.55,4.9,15,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Studio Beauty Lore estilista,Salon de Belleza,General,San Lorenzo,"Av. Dr. Gabriel Pellón, San Lorenzo 111419, Paraguay",0985 580067,https://wa.me/0985580067,10.72,4.8,16,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
GRACIA BY XUANA BERNAL,Salon de Belleza,General,San Lorenzo,"Santos Mendoza 515, San Lorenzo 111407, Paraguay",0991 396792,https://wa.me/0991396792,10.42,5.0,14,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Diamonds Salon Hair by Mauro,Salon de Belleza,General,San Lorenzo,"Juan Silvano Godoy, San Lorenzo 111431, Paraguay",0992 694208,https://wa.me/0992694208,10.3,4.9,13,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Queen of Blondes,Salon de Belleza,General,Mariano Roque Alonso,"QFR5+5G2, Mariano Roque Alonso 111015, Paraguay",0985 788315,https://wa.me/0985788315,13.51,5.0,16,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Emperatriz Beauty Spa,Spa/Wellness,Spa,Ñemby,"JF23+79W, Ytororo, Ñemby 111214, Paraguay",0985 166558,https://wa.me/0985166558,11.43,5.0,7,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Lucy Masajes relax center,Spa/Wellness,General,Ñemby,"Tte. Heriberto Ferreira, Ñemby 1018, Paraguay",0984 705303,https://wa.me/0984705303,11.52,4.6,5,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Lady Di Masajes,Spa/Wellness,General,San Lorenzo,"Sacramento &, Abejal, San Lorenzo 111464, Paraguay",0983 959995,https://wa.me/0983959995,12.41,5.0,5,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Bliss Spa center,Spa/Wellness,Spa,Capiatá,"JGQ9+V54, Capiatá 110211, Paraguay",0986 380423,https://wa.me/0986380423,13.85,5.0,9,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Pathyspa,Spa/Wellness,Spa,Ñemby,"Primer Presidente, Ñemby 111216, Paraguay",0982 848740,https://wa.me/0982848740,11.81,5.0,7,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Ritual Pilates Studio,Gimnasio/Fitness,Yoga/Pilates,Luque,"Teniente Cnel. Ramos Alfaro 450, Ballivian y, Luque 110901, Paraguay",0992 268858,https://wa.me/0992268858,11.96,5.0,6,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Aglow Spa,Spa/Wellness,Spa,Mariano Roque Alonso,"Nanawa casi, Mariano Roque Alonso 111011, Paraguay",0985 375989,https://wa.me/0985375989,13.91,5.0,5,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Zuny depilaciones,Depilacion,General,Mariano Roque Alonso,"Mariano Roque Alonso 111009, Paraguay",0981 294857,https://wa.me/0981294857,14.17,5.0,28,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Lucy Andrea Spa de Manos y Pies,Spa/Wellness,Spa,Luque,"Mariscal Lopez, Luque 110918, Paraguay",0991 705993,https://wa.me/0991705993,12.7,4.7,24,YES,ATM_BRUXISMO,4,ATM_BRUXISMO
Aura Espacio Aéreo,Spa/Wellness,Spa,San Lorenzo,"Félix Bernie entre, Agustin Pio Barrios y, San Lorenzo 2160, Paraguay",0994 484200,https://wa.me/0994484200,10.32,4.7,9,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Spa Sal y Luz,Spa/Wellness,Spa,Luque,"FCRJ+W7G, Luque 110919, Paraguay",0981 178610,https://wa.me/0981178610,13.36,5.0,6,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
La Rose Beauty & Spa. Terapia Capilar,Spa/Wellness,Spa,San Lorenzo,"Edmundo Ferrairo, San Lorenzo 111428, Paraguay",0983 946797,https://wa.me/0983946797,12.6,4.8,6,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Avanti studio de belleza,Peluqueria,General,Luque,"Luis Alberto de Herrera, Luque 110932, Paraguay",0986 485988,https://wa.me/0986485988,12.32,3.9,20,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
DC Pilates & Fisio - Sucursal Luque,Gimnasio/Fitness,Yoga/Pilates,Luque,"14 De Mayo casi, Luque 2060, Paraguay",0983 101013,https://wa.me/0983101013,12.48,4.9,29,YES,ATM_BRUXISMO,4,ATM_BRUXISMO
Movimiento Pleno pilates y Fisioterapia,Gimnasio/Fitness,Yoga/Pilates,Luque,"Avda San Martín y Fernando de la Mora, Luque 110933, Paraguay",0991 951046,https://wa.me/0991951046,12.03,5.0,7,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
SEA PILATES,Gimnasio/Fitness,Yoga/Pilates,Ñemby,"Ñemby 111218, Paraguay",0984 035202,https://wa.me/0984035202,11.55,5.0,5,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
SALON DE BELLEZA VICIO DE MUJER,Salon de Belleza,General,San Lorenzo,"Rosa Marengo c/ La Victoria San Lorenzo, San Lorenzo 2160, Paraguay",0981 195908,https://wa.me/0981195908,13.31,4.0,10,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Diadema Salón,Salon de Belleza,General,Luque,"Barrio Luqueño, Luque 110930, Paraguay",0992 430025,https://wa.me/0992430025,12.87,5.0,8,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Salón de belleza Norma,Salon de Belleza,General,Mariano Roque Alonso,"QFG2+5C5, Mariano Roque Alonso 111017, Paraguay",0984 173726,https://wa.me/0984173726,11.69,5.0,8,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Emoción y Belleza,Salon de Belleza,General,Lúke,"Los Guayabos, Lúke 110948, Paraguay",0984 405635,https://wa.me/0984405635,13.34,5.0,7,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Depilación Delicada,Salon de Belleza,General,Luque,"America, &, Luque 110918, Paraguay",0987 124397,https://wa.me/0987124397,12.43,5.0,7,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Christian Amarilla Beauty Salón,Salon de Belleza,General,Luque,"5864PFJP+FG, Luque 110934, Paraguay",0994 213563,https://wa.me/0994213563,10.9,5.0,29,YES,ESTETICA_DENTAL,4,ESTETICA_SONRISA
ANIMA Lash • Brows • Beauty,Salon de Belleza,General,Luque,"PFMQ+3CQ, Tomas Herrera, Luque 110934, Paraguay",0981 273374,https://wa.me/0981273374,11.19,4.7,7,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Estética Regi,Salon de Belleza,General,Ñemby,"Whasington, Calle sin nombre, Ñemby 1218, Paraguay",0974 284908,https://wa.me/0974284908,11.13,5.0,9,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Depila-t,Spa/Wellness,General,Mariano Roque Alonso,"QFW8+GPM, Felix González, Mariano Roque Alonso 111013, Paraguay",0981 367669,https://wa.me/0981367669,14.5,4.4,5,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
DULCE NEGRA,Salon de Belleza,General,Mariano Roque Alonso,"Mariano Roque Alonso 111011, Paraguay",0981 005921,https://wa.me/0981005921,14.11,5.0,8,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
RULI BARBER,Barberia,General,San Lorenzo,"Gaspar R. De Francia esquina, San Lorenzo 111423, Paraguay",0984 124904,https://wa.me/0984124904,11.06,4.4,14,NO,ATM_BRUXISMO,4,ATM_BRUXISMO
Fátima Cabrera Studio | Academy,Salon de Belleza,General,Ñemby,"Av. Caaguazú, Ñemby 111221, Paraguay",0984 820346,https://wa.me/0984820346,14.18,5.0,28,YES,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Dahiara Vazquez Studio,Salon de Belleza,General,Ñemby,"JF53+67X, La Franconi, Ñemby 111214, Paraguay",0972 967418,https://wa.me/0972967418,10.75,5.0,5,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Salon de belleza chuly,Salon de Belleza,General,Ñemby,"Av. Paraguay, Ñemby 111307, Paraguay",0986 359501,https://wa.me/0986359501,11.14,4.8,9,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Nijes salón,Salon de Belleza,General,Luque,"Mcal. Estigarribia, Luque 110920, Paraguay",0981 818093,https://wa.me/0981818093,13.75,5.0,8,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
La perla Salon,Salon de Belleza,General,Luque,"Rojas Silva &, PGM7+WW3, Av. Corrales, Luque 110920, Paraguay",0972 611566,https://wa.me/0972611566,13.67,5.0,5,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
Seda Cosmetica,Estetica/Facial,General,San Lorenzo,"Julia Miranda Cueto, San Lorenzo 111430, Paraguay",(021) 570 0188,https://wa.me/0215700188,10.58,4.4,27,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
DepilBeauty,Salon de Belleza,General,San Lorenzo,"Alberto, Sánchez Benítez, San Lorenzo 111425, Paraguay",0985 324202,https://wa.me/0985324202,11.91,5.0,5,NO,ESTETICA_DENTAL,4,ESTETICA_SONRISA
